Serial Number:,60000035
Exp ID:,7845E28C-6F33-4F4B-8201-3473094A28EB
Mode:,131073
Data Schema:,2.3.0
Experiment Name:,2025-09-16T14-48
Measurement Mode:,OPTICAL_DENSITY
Interval (s):,300
Start Timestamp:,1758048905
Scheduled End Timestamp:,4294967295
User:,glk3a@virginia.edu
Plate Type:,Co-Culture 36-Well Duet Plate

 , , , ,Group Label,Gv_1_A1, ,Gv_1_A3, ,Gv1_A5, ,Lj_1_B1, ,Al_1_B3, ,At_1_B5, ,Gv_1_C1,Lj_1_C2,Gv_1_C3,Al_1_C4,Gv_1_C5,At_1_C6,Lj_10_D1,Gv_10_D2,Al_10_D3,Gv_10_D4,At_10_D5,Gv_10_D6,Gv_1_E1,Lj_1_E2,Al_1_E3, , ,At_1_E6,Gv_10_F1,Lj_10_F2,Al_10_F3, , ,At_10_F6,Group Averages,,,,,,,,,,,,,,,,,,,,,,,,,,Group Standard Deviations
Date and Time,Duration (Hours),Duration (Minutes),UNIX Timestamp,Air Temp ,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6, Gv_1_A1 average,Lj_1_B1 average,Gv_1_A3 average,Al_1_B3 average,Gv1_A5 average,At_1_B5 average,Lj_10_D1 average,Lj_1_C2 average,Gv_10_D2 average,Gv_1_C3 average,Al_10_D3 average,Al_1_C4 average,Gv_10_D4 average,Gv_1_C5 average,At_10_D5 average,At_1_C6 average,Gv_10_D6 average,Gv_1_E1 average,Gv_10_F1 average,Lj_1_E2 average,Lj_10_F2 average,Al_1_E3 average,Al_10_F3 average,At_1_E6 average,At_10_F6 average,Gv_1_C1 average,Gv_1_A1 standard deviation,Lj_1_B1 standard deviation,Gv_1_A3 standard deviation,Al_1_B3 standard deviation,Gv1_A5 standard deviation,At_1_B5 standard deviation,Lj_10_D1 standard deviation,Lj_1_C2 standard deviation,Gv_10_D2 standard deviation,Gv_1_C3 standard deviation,Al_10_D3 standard deviation,Al_1_C4 standard deviation,Gv_10_D4 standard deviation,Gv_1_C5 standard deviation,At_10_D5 standard deviation,At_1_C6 standard deviation,Gv_10_D6 standard deviation,Gv_1_E1 standard deviation,Gv_10_F1 standard deviation,Lj_1_E2 standard deviation,Lj_10_F2 standard deviation,Al_1_E3 standard deviation,Al_10_F3 standard deviation,At_1_E6 standard deviation,At_10_F6 standard deviation,Gv_1_C1 standard deviation,
09/16/2025 4:30 PM,1.58,95,1758054607,37.6973,0.3189,0.1603,0.2927,0.1702,0.2915,0.1651,0.3941,0.1665,0.3498,0.1621,0.3485,0.1563,0.3324,0.3671,0.2994,0.3150,0.2943,0.3269,0.3071,0.2694,0.2793,0.2691,0.2587,0.2546,0.3287,0.3648,0.3247,0.1687,0.1642,0.3137,0.3174,0.2947,0.2782,0.1650,0.1652,0.2593,0.3189,0.3941,0.2927,0.3498,0.2915,0.3485,0.3071,0.3671,0.2694,0.2994,0.2793,0.315,0.2691,0.2943,0.2587,0.3269,0.2546,0.3287,0.3174,0.3648,0.2947,0.3247,0.2782,0.3137,0.2593,0.3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 4:40 PM,1.75,105,1758055207,37.7070,0.3280,0.1607,0.2976,0.1706,0.2990,0.1654,0.3858,0.1668,0.3623,0.1626,0.3569,0.1566,0.3369,0.3834,0.3062,0.3270,0.2937,0.3318,0.3115,0.2793,0.2846,0.2667,0.2589,0.2554,0.3374,0.3815,0.3334,0.1691,0.1643,0.3215,0.2991,0.2967,0.2802,0.1652,0.1655,0.2656,0.328,0.3858,0.2976,0.3623,0.299,0.3569,0.3115,0.3834,0.2793,0.3062,0.2846,0.327,0.2667,0.2937,0.2589,0.3318,0.2554,0.3374,0.2991,0.3815,0.2967,0.3334,0.2802,0.3215,0.2656,0.3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 4:50 PM,1.92,115,1758055807,37.8105,0.3391,0.1609,0.3015,0.1707,0.3039,0.1657,0.4117,0.1670,0.3657,0.1628,0.3734,0.1568,0.3537,0.4070,0.3062,0.3369,0.2989,0.3426,0.3087,0.2805,0.2783,0.2731,0.2590,0.2575,0.3472,0.4027,0.3382,0.1693,0.1644,0.3296,0.3005,0.3029,0.2779,0.1654,0.1656,0.2635,0.3391,0.4117,0.3015,0.3657,0.3039,0.3734,0.3087,0.407,0.2805,0.3062,0.2783,0.3369,0.2731,0.2989,0.259,0.3426,0.2575,0.3472,0.3005,0.4027,0.3029,0.3382,0.2779,0.3296,0.2635,0.3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:00 PM,2.08,125,1758056407,37.7617,0.3394,0.1612,0.3014,0.1709,0.3138,0.1657,0.4452,0.1674,0.3890,0.1629,0.3954,0.1571,0.3621,0.4465,0.3123,0.3448,0.3099,0.3538,0.3060,0.2782,0.2806,0.2745,0.2601,0.2552,0.3583,0.4274,0.3423,0.1694,0.1646,0.3383,0.3013,0.2962,0.2835,0.1656,0.1658,0.2695,0.3394,0.4452,0.3014,0.389,0.3138,0.3954,0.306,0.4465,0.2782,0.3123,0.2806,0.3448,0.2745,0.3099,0.2601,0.3538,0.2552,0.3583,0.3013,0.4274,0.2962,0.3423,0.2835,0.3383,0.2695,0.3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:10 PM,2.25,135,1758057007,37.8047,0.3503,0.1614,0.3095,0.1708,0.3203,0.1658,0.4604,0.1674,0.3974,0.1630,0.4187,0.1571,0.3858,0.4770,0.3166,0.3588,0.3134,0.3697,0.3216,0.2809,0.2839,0.2688,0.2646,0.2570,0.3598,0.4580,0.3508,0.1696,0.1647,0.3543,0.3194,0.3072,0.2848,0.1657,0.1660,0.2697,0.3503,0.4604,0.3095,0.3974,0.3203,0.4187,0.3216,0.477,0.2809,0.3166,0.2839,0.3588,0.2688,0.3134,0.2646,0.3697,0.257,0.3598,0.3194,0.458,0.3072,0.3508,0.2848,0.3543,0.2697,0.3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:20 PM,2.42,145,1758057607,37.8574,0.3538,0.1615,0.3091,0.1710,0.3252,0.1659,0.4912,0.1676,0.4128,0.1632,0.4465,0.1572,0.3876,0.5243,0.3154,0.3718,0.3185,0.3782,0.3193,0.2764,0.2837,0.2748,0.2675,0.2648,0.3736,0.4955,0.3614,0.1696,0.1648,0.3821,0.2976,0.3115,0.2748,0.1658,0.1660,0.2690,0.3538,0.4912,0.3091,0.4128,0.3252,0.4465,0.3193,0.5243,0.2764,0.3154,0.2837,0.3718,0.2748,0.3185,0.2675,0.3782,0.2648,0.3736,0.2976,0.4955,0.3115,0.3614,0.2748,0.3821,0.269,0.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:30 PM,2.58,155,1758058208,37.9004,0.3614,0.1616,0.3170,0.1711,0.3327,0.1661,0.5088,0.1675,0.4245,0.1634,0.4726,0.1574,0.4069,0.5773,0.3235,0.3821,0.3319,0.3955,0.3157,0.2806,0.2820,0.2731,0.2681,0.2673,0.3749,0.5412,0.3702,0.1699,0.1648,0.4026,0.3117,0.3200,0.2797,0.1659,0.1662,0.2702,0.3614,0.5088,0.317,0.4245,0.3327,0.4726,0.3157,0.5773,0.2806,0.3235,0.282,0.3821,0.2731,0.3319,0.2681,0.3955,0.2673,0.3749,0.3117,0.5412,0.32,0.3702,0.2797,0.4026,0.2702,0.4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:40 PM,2.75,165,1758058808,37.8965,0.3777,0.1615,0.3324,0.1713,0.3521,0.1663,0.5586,0.1675,0.4394,0.1635,0.5030,0.1576,0.4229,0.6377,0.3298,0.3972,0.3429,0.4170,0.3390,0.2793,0.2906,0.2718,0.2746,0.2697,0.3871,0.5976,0.3797,0.1699,0.1650,0.4195,0.3269,0.3173,0.2897,0.1660,0.1662,0.2740,0.3777,0.5586,0.3324,0.4394,0.3521,0.503,0.339,0.6377,0.2793,0.3298,0.2906,0.3972,0.2718,0.3429,0.2746,0.417,0.2697,0.3871,0.3269,0.5976,0.3173,0.3797,0.2897,0.4195,0.274,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 5:50 PM,2.92,175,1758059408,37.9531,0.3912,0.1617,0.3475,0.1717,0.3646,0.1665,0.6227,0.1677,0.4677,0.1637,0.5456,0.1579,0.4331,0.7242,0.3311,0.4089,0.3504,0.4374,0.3261,0.2761,0.2879,0.2764,0.2740,0.2763,0.3957,0.6592,0.3883,0.1701,0.1650,0.4366,0.3033,0.3231,0.2856,0.1660,0.1662,0.2786,0.3912,0.6227,0.3475,0.4677,0.3646,0.5456,0.3261,0.7242,0.2761,0.3311,0.2879,0.4089,0.2764,0.3504,0.274,0.4374,0.2763,0.3957,0.3033,0.6592,0.3231,0.3883,0.2856,0.4366,0.2786,0.4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:00 PM,3.08,185,1758060008,37.9492,0.3989,0.1615,0.3602,0.1717,0.3732,0.1663,0.6737,0.1677,0.4835,0.1637,0.5861,0.1578,0.4359,0.8070,0.3322,0.4230,0.3571,0.4605,0.3397,0.2759,0.2859,0.2755,0.2780,0.2748,0.4112,0.7363,0.3981,0.1701,0.1651,0.4695,0.3122,0.3327,0.2888,0.1662,0.1664,0.2786,0.3989,0.6737,0.3602,0.4835,0.3732,0.5861,0.3397,0.807,0.2759,0.3322,0.2859,0.423,0.2755,0.3571,0.278,0.4605,0.2748,0.4112,0.3122,0.7363,0.3327,0.3981,0.2888,0.4695,0.2786,0.4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:10 PM,3.25,195,1758060608,37.9414,0.4135,0.1614,0.3764,0.1716,0.3851,0.1664,0.7380,0.1679,0.5086,0.1637,0.6284,0.1579,0.4510,0.9009,0.3328,0.4426,0.3631,0.4903,0.3548,0.2762,0.2947,0.2756,0.2875,0.2802,0.4196,0.8200,0.4143,0.1702,0.1650,0.5032,0.3024,0.3358,0.2813,0.1663,0.1664,0.2846,0.4135,0.738,0.3764,0.5086,0.3851,0.6284,0.3548,0.9009,0.2762,0.3328,0.2947,0.4426,0.2756,0.3631,0.2875,0.4903,0.2802,0.4196,0.3024,0.82,0.3358,0.4143,0.2813,0.5032,0.2846,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:20 PM,3.42,205,1758061208,37.9922,0.4252,0.1613,0.3897,0.1715,0.3959,0.1664,0.7992,0.1677,0.5190,0.1639,0.6670,0.1579,0.4708,1.0089,0.3433,0.4587,0.3784,0.5263,0.3460,0.2814,0.2958,0.2802,0.2936,0.2844,0.4319,0.9207,0.4294,0.1703,0.1650,0.5421,0.2966,0.3454,0.2809,0.1663,0.1665,0.2978,0.4252,0.7992,0.3897,0.519,0.3959,0.667,0.346,1.0089,0.2814,0.3433,0.2958,0.4587,0.2802,0.3784,0.2936,0.5263,0.2844,0.4319,0.2966,0.9207,0.3454,0.4294,0.2809,0.5421,0.2978,0.4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:30 PM,3.58,215,1758061808,37.9414,0.4419,0.1611,0.4114,0.1715,0.4135,0.1663,0.8862,0.1676,0.5479,0.1638,0.7242,0.1579,0.4822,1.1262,0.3482,0.4755,0.3893,0.5722,0.3718,0.2787,0.2970,0.2812,0.3002,0.2920,0.4461,1.0325,0.4440,0.1703,0.1652,0.5852,0.2952,0.3595,0.2831,0.1664,0.1665,0.3122,0.4419,0.8862,0.4114,0.5479,0.4135,0.7242,0.3718,1.1262,0.2787,0.3482,0.297,0.4755,0.2812,0.3893,0.3002,0.5722,0.292,0.4461,0.2952,1.0325,0.3595,0.444,0.2831,0.5852,0.3122,0.4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:40 PM,3.75,225,1758062408,37.9473,0.4613,0.1607,0.4426,0.1714,0.4302,0.1664,0.9468,0.1675,0.5635,0.1637,0.7743,0.1579,0.5118,1.2404,0.3634,0.4915,0.4100,0.6232,0.3760,0.2848,0.2929,0.2797,0.3042,0.3034,0.4568,1.1492,0.4530,0.1704,0.1650,0.6343,0.3091,0.3915,0.2855,0.1664,0.1666,0.3190,0.4613,0.9468,0.4426,0.5635,0.4302,0.7743,0.376,1.2404,0.2848,0.3634,0.2929,0.4915,0.2797,0.41,0.3042,0.6232,0.3034,0.4568,0.3091,1.1492,0.3915,0.453,0.2855,0.6343,0.319,0.5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 6:50 PM,3.92,235,1758063008,37.9727,0.4712,0.1606,0.4538,0.1715,0.4422,0.1665,1.0491,0.1676,0.5933,0.1636,0.8395,0.1579,0.5224,1.3594,0.3759,0.5208,0.4245,0.6794,0.3965,0.2839,0.3017,0.2785,0.3131,0.3105,0.4687,1.2612,0.4687,0.1705,0.1652,0.6899,0.3152,0.4097,0.2954,0.1664,0.1666,0.3334,0.4712,1.0491,0.4538,0.5933,0.4422,0.8395,0.3965,1.3594,0.2839,0.3759,0.3017,0.5208,0.2785,0.4245,0.3131,0.6794,0.3105,0.4687,0.3152,1.2612,0.4097,0.4687,0.2954,0.6899,0.3334,0.5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 7:00 PM,4.08,245,1758063609,38.0098,0.4871,0.1604,0.4727,0.1715,0.4636,0.1664,1.1248,0.1673,0.6364,0.1638,0.9008,0.1580,0.5522,1.4693,0.3902,0.5500,0.4450,0.7324,0.3974,0.2990,0.2984,0.2907,0.3257,0.3136,0.4908,1.3632,0.4841,0.1705,0.1652,0.7545,0.3041,0.4293,0.2963,0.1664,0.1667,0.3306,0.4871,1.1248,0.4727,0.6364,0.4636,0.9008,0.3974,1.4693,0.299,0.3902,0.2984,0.55,0.2907,0.445,0.3257,0.7324,0.3136,0.4908,0.3041,1.3632,0.4293,0.4841,0.2963,0.7545,0.3306,0.5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 7:10 PM,4.25,255,1758064209,37.9941,0.5109,0.1604,0.4977,0.1714,0.4806,0.1664,1.1987,0.1673,0.6851,0.1639,0.9718,0.1581,0.5605,1.5865,0.4051,0.5872,0.4649,0.7902,0.4258,0.3016,0.3023,0.2831,0.3420,0.3247,0.5035,1.4658,0.5067,0.1705,0.1652,0.8289,0.2950,0.4767,0.2851,0.1664,0.1667,0.3367,0.5109,1.1987,0.4977,0.6851,0.4806,0.9718,0.4258,1.5865,0.3016,0.4051,0.3023,0.5872,0.2831,0.4649,0.342,0.7902,0.3247,0.5035,0.295,1.4658,0.4767,0.5067,0.2851,0.8289,0.3367,0.5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 7:20 PM,4.42,265,1758064809,38.0078,0.5300,0.1603,0.5288,0.1715,0.5073,0.1664,1.2632,0.1671,0.7173,0.1639,1.0397,0.1581,0.5900,1.6941,0.4263,0.6353,0.4936,0.8669,0.4528,0.3018,0.3052,0.2673,0.3567,0.3261,0.5151,1.5632,0.5192,0.1704,0.1652,0.9001,0.3101,0.5241,0.2976,0.1664,0.1666,0.3480,0.53,1.2632,0.5288,0.7173,0.5073,1.0397,0.4528,1.6941,0.3018,0.4263,0.3052,0.6353,0.2673,0.4936,0.3567,0.8669,0.3261,0.5151,0.3101,1.5632,0.5241,0.5192,0.2976,0.9001,0.348,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
09/16/2025 7:30 PM,4.58,275,1758065409,38.0117,0.5422,0.1602,0.5456,0.1715,0.5309,0.1664,1.3444,0.1669,0.7606,0.1639,1.1225,0.1581,0.6178,1.7779,0.4487,0.6824,0.5211,0.9705,0.4638,0.2804,0.3022,0.2686,0.3694,0.3352,0.5338,1.6491,0.5385,0.1704,0.1651,0.9722,0.3174,0.6029,0.2985,0.1663,0.1667,0.3763,0.5422,1.3444,0.5456,0.7606,0.5309,1.1225,0.4638,1.7779,0.2804,0.4487,0.3022,0.6824,0.2686,0.5211,0.3694,0.9705,0.3352,0.5338,0.3174,1.6491,0.6029,0.5385,0.2985,0.9722,0.3763,0.6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
